"Colorado Medicaid Fee Schedule January 1, 2012",,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2012.  Please refer to the Fee Schedule Instructions on the website for an explanation of each field.",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Relative Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,
D9221,,62.78,1.00,$62.78,0,999,0,No,
D9230,,27.9,1.00,$27.90,0,20,0,No,
D9241,,150.46,1.00,$150.46,0,999,0,No,
D9242,,58.8,1.00,$58.80,0,999,0,No,
D9248,,124.56,1.00,$124.56,0,20,0,No,
D9310,,36.37,1.00,$36.37,0,20,0,No,
D9410,,87.19,1.00,$87.19,0,20,0,No,
D9420,,99.66,1.00,$99.66,0,999,0,No,
D9430,,,,Not a benefit,,,,,
D9440,,,,Not a benefit,,,,,
D9450,,,,Not a benefit,,,,,
D9610,,,,Not a benefit,,,,,
D9612,,,,Not a benefit,,,,,
D9630,,,,Not a benefit,,,,,
D9910,,,,Not a benefit,,,,,
D9911,,30.9,1.00,$30.90,0,20,0,No,
D9920,,,,Not a benefit,,,,,
D9930,,,,Not a benefit,,,,,
D9940,,237.17,1.00,$237.17,0,20,0,No,
D9941,,,,Not a benefit,,,,,
D9942,,,,Not a benefit,,,,,
D9950,,,,Not a benefit,,,,,
D9951,,69.27,1.00,$69.27,0,20,0,No,
D9952,,196.88,1.00,$196.88,0,20,0,Yes,
D9970,,,,Not a benefit,,,,,
D9971,,65.76,1.00,$65.76,0,20,0,No,
D9972,,,,Not a benefit,,,,,
D9973,,,,Not a benefit,,,,,
D9974,,,,Not a benefit,,,,,
D9999,,,,Code is manually priced,0,20,0,Yes,
E0100,,17.57,1.00,$17.57,0,999,0,No,
E0105,Rental modifier(s),8.29,1.00,$8.29,0,999,0,No,
E0105,,36.84,1.00,$36.84,0,999,0,No,
E0110,,61.7,1.00,$61.70,0,999,0,No,
E0111,,48.09,1.00,$48.09,0,999,0,No,
E0112,Rental modifier(s),9.29,1.00,$9.29,0,999,0,No,
E0112,,32.73,1.00,$32.73,0,999,0,No,
E0113,Rental modifier(s),4.81,1.00,$4.81,0,999,0,No,
E0113,,16.36,1.00,$16.36,0,999,0,No,
E0114,Rental modifier(s),8.02,1.00,$8.02,0,999,0,No,
E0114,,35.86,1.00,$35.86,0,999,0,No,
E0116,,17.88,1.00,$17.88,0,999,0,No,
E0117,,183.91,1.00,$183.91,0,999,0,Yes,
E0118,,57.76,1.00,$57.76,0,999,0,No,
E0130,,48.96,1.00,$48.96,0,999,0,No,
E0135,,61.98,1.00,$61.98,0,999,0,No,
E0140,,,,Code is manually priced,0,999,0,Yes,
E0141,,92.97,1.00,$92.97,0,999,0,No,
E0143,,96.95,1.00,$96.95,0,999,0,No,
E0144,,256.82,1.00,$256.82,0,999,0,Yes,
E0147,,222.9,1.00,$222.90,0,999,0,Yes,
E0148,,104.51,1.00,$104.51,0,999,0,Yes,
E0149,,183.59,1.00,$183.59,0,999,0,Yes,
E0153,,55.95,1.00,$55.95,0,999,0,No,
E0154,,54.54,1.00,$54.54,0,999,0,No,
E0155,,25.03,1.00,$25.03,0,999,0,No,
E0156,,18.12,1.00,$18.12,0,999,0,No,
E0157,,65.2,1.00,$65.20,0,999,0,No,
E0158,,23.55,1.00,$23.55,0,999,0,No,
E0159,,14.4,1.00,$14.40,0,999,0,No,
E0160,,20.08,1.00,$20.08,0,20,0,Yes,
E0161,,,,Not a benefit,,,,,
E0162,,,,Not a benefit,,,,,
E0163,,74.61,1.00,$74.61,0,999,0,No,
E0165,Rental modifier(s),17.38,1.00,$17.38,0,999,0,Yes,
E0165,,195.85,1.00,$195.85,0,999,0,Yes,
E0167,,9.54,1.00,$9.54,0,999,0,No,
E0168,,144.02,1.00,$144.02,0,999,0,Yes,
E0170,,1579.2,1.00,"$1,579.20",0,999,0,Yes,
E0171,,274.59,1.00,$274.59,0,999,0,Yes,
E0172,,,,Code is manually priced,0,999,0,Yes,
E0175,,61.96,1.00,$61.96,0,999,0,No,
E0181,Rental modifier(s),24.38,1.00,$24.38,0,999,0,Yes,
E0181,,191.97,1.00,$191.97,0,999,0,Yes,
E0182,Rental modifier(s),24.5,1.00,$24.50,0,999,0,Yes,
E0182,,147.65,1.00,$147.65,0,999,0,Yes,
E0184,Rental modifier(s),12.15,1.00,$12.15,0,999,0,Yes,
E0184,,147.22,1.00,$147.22,0,999,0,Yes,
E0185,Rental modifier(s),12.15,1.00,$12.15,0,999,0,Yes,
E0185,,233.16,1.00,$233.16,0,999,0,Yes,
E0186,Rental modifier(s),12.15,1.00,$12.15,0,999,0,Yes,
E0186,,168.87,1.00,$168.87,0,999,0,Yes,
E0187,Rental modifier(s),12.15,1.00,$12.15,0,999,0,Yes,
E0187,,250.43,1.00,$250.43,0,999,0,Yes,
E0188,,15.56,1.00,$15.56,0,999,0,Yes,
E0189,,29.48,1.00,$29.48,0,999,0,Yes,
E0190,,245.64,1.00,$245.64,0,999,0,Yes,
E0191,,9.34,1.00,$9.34,0,999,0,Yes,
E0193,KR,60.62,1.00,$60.62,0,999,0,Yes,
E0194,KR,84.45,1.00,$84.45,0,999,0,Yes,
E0196,Rental modifier(s),12.15,1.00,$12.15,0,999,0,Yes,
E0196,,326.42,1.00,$326.42,0,999,0,Yes,
E0197,,207.31,1.00,$207.31,0,999,0,Yes,
E0198,,211.46,1.00,$211.46,0,999,0,Yes,
E0199,,17.69,1.00,$17.69,0,999,0,No,
E0200,Rental modifier(s),4.66,1.00,$4.66,0,999,0,Yes,
E0200,,75.66,1.00,$75.66,0,999,0,Yes,
E0202,KR,49.53,1.00,$49.53,0,999,0,No,
E0203,,,,Not a benefit,,,,,
E0205,Rental modifier(s),4.75,1.00,$4.75,0,999,0,Yes,
E0205,,,,Not a benefit,,,,,
E0215,,56.94,1.00,$56.94,0,999,0,Yes,
E0217,Rental modifier(s),52.75,1.00,$52.75,0,999,0,Yes,
E0217,,473.79,1.00,$473.79,0,999,0,Yes,
E0218,Rental modifier(s),43.44,1.00,$43.44,0,999,0,Yes,
E0218,,331.27,1.00,$331.27,0,999,0,Yes,
E0221,,2134.42,1.00,"$2,134.42",0,999,0,Yes,
E0225,,,,Not a benefit,,,,,
E0231,,,,Not a benefit,,,,,
E0232,,,,Not a benefit,,,,,
E0235,Rental modifier(s),11.66,1.00,$11.66,0,999,0,Yes,
E0235,,121.12,1.00,$121.12,0,999,0,Yes,
E0236,Rental modifier(s),35.45,1.00,$35.45,0,999,0,Yes,
E0236,,404.44,1.00,$404.44,0,999,0,Yes,
E0239,,,,Not a benefit,,,,,
E0240,,,,Code is manually priced,0,999,0,Yes,
E0241,,18.97,1.00,$18.97,0,999,0,Yes,
E0242,,116.57,1.00,$116.57,0,999,0,Yes,
E0243,,31.34,1.00,$31.34,0,999,0,Yes,
E0244,,26.09,1.00,$26.09,0,999,0,Yes,
E0245,,46.64,1.00,$46.64,0,999,0,Yes,
E0246,,44.76,1.00,$44.76,0,999,0,Yes,
E0247,,88.07,1.00,$88.07,0,999,0,Yes,
E0248,,184.47,1.00,$184.47,0,999,0,Yes,
E0249,,16.79,1.00,$16.79,0,999,0,Yes,
E0250,Rental modifier(s),69.95,1.00,$69.95,0,999,0,Yes,
E0250,,699.47,1.00,$699.47,0,999,0,Yes,
E0255,Rental modifier(s),69.95,1.00,$69.95,0,999,0,Yes,
E0255,,699.47,1.00,$699.47,0,999,0,Yes,
E0256,,692.2,1.00,$692.20,0,999,0,Yes,
E0260,Rental modifier(s),104.46,1.00,$104.46,0,999,0,Yes,
E0260,,979.26,1.00,$979.26,0,999,0,Yes,
E0261,Rental modifier(s),112.64,1.00,$112.64,0,999,0,Yes,
E0261,,1421.26,1.00,"$1,421.26",0,999,0,Yes,
E0265,Rental modifier(s),104.46,1.00,$104.46,0,999,0,Yes,
E0265,,979.26,1.00,$979.26,0,999,0,Yes,
E0266,Rental modifier(s),134.49,1.00,$134.49,0,999,0,Yes,
E0266,,1692.91,1.00,"$1,692.91",0,999,0,Yes,
E0270,,,,Code is manually priced,0,999,0,Yes,
E0270,Rental modifier(s),163.21,1.00,$163.21,0,999,0,Yes,
E0271,Rental modifier(s),13.08,1.00,$13.08,0,999,0,Yes,
E0271,,181.87,1.00,$181.87,0,999,0,Yes,
E0272,Rental modifier(s),13.1,1.00,$13.10,0,999,0,Yes,
E0272,,158.78,1.00,$158.78,0,999,0,Yes,
E0273,,93.27,1.00,$93.27,0,999,0,Yes,
E0274,Rental modifier(s),16.32,1.00,$16.32,0,999,0,Yes,
E0274,,97.27,1.00,$97.27,0,999,0,Yes,
E0275,,9.32,1.00,$9.32,0,999,0,No,
E0276,,4.89,1.00,$4.89,0,999,0,No,
E0277,Rental modifier(s),578.63,1.00,$578.63,0,999,0,Yes,
E0277,,6038.77,1.00,"$6,038.77",0,999,0,Yes,
E0280,Rental modifier(s),3.32,1.00,$3.32,0,999,0,Yes,
E0280,,30.81,1.00,$30.81,0,999,0,Yes,
E0290,Rental modifier(s),61.48,1.00,$61.48,0,999,0,Yes,
E0290,,871.85,1.00,$871.85,0,999,0,Yes,
E0291,Rental modifier(s),44.66,1.00,$44.66,0,999,0,Yes,
E0291,,586.9,1.00,$586.90,0,999,0,Yes,
E0292,Rental modifier(s),69.14,1.00,$69.14,0,999,0,Yes,
E0292,,856.67,1.00,$856.67,0,999,0,Yes,
E0293,,,,Code is manually priced,0,999,0,Yes,
E0293,Rental modifier(s),58.83,1.00,$58.83,0,999,0,Yes,
E0294,Rental modifier(s),107.47,1.00,$107.47,0,999,0,Yes,
E0294,,1308.43,1.00,"$1,308.43",0,999,0,Yes,
E0295,Rental modifier(s),104.75,1.00,$104.75,0,999,0,Yes,
E0295,,1166.44,1.00,"$1,166.44",0,999,0,Yes,
E0296,Rental modifier(s),135.07,1.00,$135.07,0,999,0,Yes,
E0296,,1695.83,1.00,"$1,695.83",0,999,0,Yes,
E0297,Rental modifier(s),115.71,1.00,$115.71,0,999,0,Yes,
E0297,,1670.38,1.00,"$1,670.38",0,999,0,Yes,
E0300,Rental modifier(s),,,Code is manually priced,0,999,0,Yes,
E0300,,,,Code is manually priced,0,999,0,Yes,
E0301,Rental modifier(s),222.68,1.00,$222.68,0,999,0,Yes,
E0301,,2398.81,1.00,"$2,398.81",0,999,0,Yes,
E0302,,,,Code is manually priced,0,999,0,Yes,
E0302,Rental modifier(s),588.47,1.00,$588.47,0,999,0,Yes,
E0303,,,,Code is manually priced,0,999,0,Yes,
E0303,Rental modifier(s),250.04,1.00,$250.04,0,999,0,Yes,
E0304,,,,Code is manually priced,0,999,0,Yes,
E0304,Rental modifier(s),633.91,1.00,$633.91,0,999,0,Yes,
E0305,Rental modifier(s),13.75,1.00,$13.75,0,999,0,Yes,
E0305,,163.66,1.00,$163.66,0,999,0,Yes,
E0310,Rental modifier(s),15.9,1.00,$15.90,0,999,0,Yes,
E0310,,133.09,1.00,$133.09,0,999,0,Yes,
E0315,Rental modifier(s),15.86,1.00,$15.86,0,999,0,Yes,
E0315,,93.27,1.00,$93.27,0,999,0,Yes,
E0316,,1147.39,1.00,"$1,147.39",0,999,0,Yes,
E0325,,4.21,1.00,$4.21,0,999,0,No,
E0326,,7.44,1.00,$7.44,0,999,0,No,
E0328,Rental modifier(s),,,Code is manually priced,0,999,0,Yes,
E0328,,,,Code is manually priced,0,999,0,Yes,
E0329,Rental modifier(s),,,Code is manually priced,0,999,0,Yes,
E0329,,,,Code is manually priced,0,999,0,Yes,
E0350,,,,Not a benefit,,,,,
E0352,,,,Not a benefit,,,,,
E0370,,10.02,1.00,$10.02,0,999,0,Yes,
E0371,Rental modifier(s),365.6,1.00,$365.60,0,999,0,Yes,
E0371,,4385.77,1.00,"$4,385.77",0,999,0,Yes,
E0372,Rental modifier(s),,,Code is manually priced,0,999,0,Yes,
E0372,,5371.39,1.00,"$5,371.39",0,999,0,Yes,
E0373,Rental modifier(s),505.43,1.00,$505.43,0,999,0,Yes,
E0373,,4068.04,1.00,"$4,068.04",0,999,0,Yes,
E0424,Rental modifier(s),32.89,1.00,$32.89,0,999,0,No,
E0425,Rental modifier(s),37.6,1.00,$37.60,0,999,0,No,
E0430,Rental modifier(s),26.29,1.00,$26.29,0,999,0,No,
E0431,Rental modifier(s),26.29,1.00,$26.29,0,999,0,No,
E0433,Rental modifier(s),38.04,1.00,$38.04,0,999,0,No,
E0434,Rental modifier(s),76.47,1.00,$76.47,0,999,0,No,
E0435,Rental modifier(s),77.05,1.00,$77.05,0,999,0,No,
E0439,Rental modifier(s),,1.00,Rate varies,0,999,0,No,
E0440,Rental modifier(s),42.28,1.00,$42.28,0,999,0,No,
E0441,,190,1.00,$190.00,0,999,0,No,
E0442,,190,1.00,$190.00,0,999,0,No,
E0443,,8.15,1.00,$8.15,0,999,0,No,
E0444,,0.77,1.00,$0.77,0,999,0,No,
E0445,KR,46.64,1.00,$46.64,0,999,0,Yes,
E0445,,704.47,1.00,$704.47,0,999,0,Yes,
E0446,,,,Not a benefit,,,,,
E0450,Rental modifier(s),608.08,1.00,$608.08,0,999,0,Yes,
E0455,,7.44,1.00,$7.44,0,999,0,No,
E0457,,586.45,1.00,$586.45,0,999,0,Yes,
E0459,,,,Code is manually priced,0,999,0,Yes,
E0460,Rental modifier(s),443,1.00,$443.00,0,999,0,Yes,
E0461,Rental modifier(s),774.29,1.00,$774.29,0,999,0,Yes,
E0462,KR,90.46,1.00,$90.46,0,999,0,Yes,
E0463,Rental modifier(s),1374.39,1.00,"$1,374.39",0,999,0,Yes,
E0464,Rental modifier(s),1374.39,1.00,"$1,374.39",0,999,0,Yes,
E0470,Rental modifier(s),206.92,1.00,$206.92,0,999,0,Yes,
E0470,,1140.01,1.00,"$1,140.01",0,999,0,Yes,
E0471,Rental modifier(s),443,1.00,$443.00,0,999,0,Yes,
E0471,,2100.37,1.00,"$2,100.37",0,999,0,Yes,
E0472,,,,Code is manually priced,0,999,0,Yes,
E0472,Rental modifier(s),461.89,1.00,$461.89,0,999,0,Yes,
E0480,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0480,,383.16,1.00,$383.16,0,999,0,Yes,
E0481,,,,Not a benefit,,,,,
E0482,Rental modifier(s),302.76,1.00,$302.76,0,999,0,Yes,
E0482,,3823.18,1.00,"$3,823.18",0,999,0,Yes,
E0483,Rental modifier(s),792.74,1.00,$792.74,0,999,0,Yes,
E0483,,8836.64,1.00,"$8,836.64",0,999,0,Yes,
E0484,,,,Not a benefit,,,,,
E0485,,,,Code is manually priced,0,999,0,Yes,
E0486,,,,Code is manually priced,0,999,0,Yes,
E0487,,,,Not a benefit,,,,,
E0500,Rental modifier(s),65.3,1.00,$65.30,0,999,0,No,
E0550,Rental modifier(s),7.44,1.00,$7.44,0,999,0,No,
E0550,,253.23,1.00,$253.23,0,999,0,No,
E0555,Rental modifier(s),26.96,1.00,$26.96,0,999,0,No,
E0555,,48.28,1.00,$48.28,0,999,0,No,
E0560,Rental modifier(s),6.42,1.00,$6.42,0,999,0,No,
E0560,,50.31,1.00,$50.31,0,999,0,No,
E0561,,86.29,1.00,$86.29,0,999,0,Yes,
E0562,,223.84,1.00,$223.84,0,999,0,Yes,
E0565,,392.81,1.00,$392.81,0,999,0,No,
E0570,,102.6,1.00,$102.60,0,999,0,No,
E0570,Rental modifier(s),,,Not a benefit,,,,,
E0572,,392.93,1.00,$392.93,0,999,0,No,
E0574,,389.5,1.00,$389.50,0,999,0,No,
E0575,,536.26,1.00,$536.26,0,999,0,No,
E0580,,4.66,1.00,$4.66,0,999,0,No,
E0585,,186.52,1.00,$186.52,0,999,0,No,
E0600,Rental modifier(s),24.24,1.00,$24.24,0,999,0,No,
E0600,,276.9,1.00,$276.90,0,999,0,No,
E0601,Rental modifier(s),78.99,1.00,$78.99,0,999,0,Yes,
E0601,,740.67,1.00,$740.67,0,999,0,Yes,
E0602,,18.65,1.00,$18.65,0,999,0,No,
E0603,KR,2.11,1.00,$2.11,0,999,0,Yes,
E0603,,40.1,1.00,$40.10,0,999,0,Yes,
E0604,,,,Not a benefit,,,,,
E0606,Rental modifier(s),20.91,1.00,$20.91,0,999,0,Yes,
E0607,,46.64,1.00,$46.64,0,999,0,No,
E0610,,226.99,1.00,$226.99,0,999,0,Yes,
E0615,,456.95,1.00,$456.95,0,999,0,Yes,
E0616,,,,Code is manually priced,0,999,0,No,
E0617,,3482.74,1.00,"$3,482.74",0,999,0,No,
E0618,,161.5,1.00,$161.50,0,999,0,Yes,
E0619,Rental modifier(s),158.55,1.00,$158.55,0,999,0,Yes,
E0620,,,,Not a benefit,,,,,
E0621,,,,Code is manually priced,0,999,0,Yes,
E0625,Rental modifier(s),56.46,1.00,$56.46,0,999,0,Yes,
E0625,,746.1,1.00,$746.10,0,999,0,Yes,
E0627,,315.62,1.00,$315.62,0,999,0,Yes,
E0628,,194.55,1.00,$194.55,0,999,0,Yes,
E0629,,315.62,1.00,$315.62,0,999,0,Yes,
E0630,Rental modifier(s),56.46,1.00,$56.46,0,999,0,Yes,
E0630,,892.53,1.00,$892.53,0,999,0,Yes,
E0635,,,,Code is manually priced,0,999,0,Yes,
E0635,Rental modifier(s),51.29,1.00,$51.29,0,999,0,Yes,
E0636,,,,Code is manually priced,0,999,0,Yes,
E0638,,,,Code is manually priced,0,999,0,Yes,
E0639,,,,Code is manually priced,0,999,0,Yes,
E0639,Rental modifier(s),56.46,1.00,$56.46,0,999,0,Yes,
E0640,,,,Not a benefit,,,,,
E0641,,,,Code is manually priced,0,999,0,Yes,
E0642,,,,Code is manually priced,0,999,0,Yes,
E0650,Rental modifier(s),46.64,1.00,$46.64,0,999,0,Yes,
E0650,,643.52,1.00,$643.52,0,999,0,Yes,
E0651,Rental modifier(s),46.77,1.00,$46.77,0,999,0,Yes,
E0651,,859.32,1.00,$859.32,0,999,0,Yes,
E0652,Rental modifier(s),46.64,1.00,$46.64,0,999,0,Yes,
E0652,,1964.12,1.00,"$1,964.12",0,999,0,Yes,
E0655,,102.99,1.00,$102.99,0,999,0,Yes,
E0656,,551.33,1.00,$551.33,0,999,0,Yes,
E0657,,517.96,1.00,$517.96,0,999,0,Yes,
E0660,,81.14,1.00,$81.14,0,999,0,Yes,
E0665,,116.73,1.00,$116.73,0,999,0,Yes,
E0666,,126.1,1.00,$126.10,0,999,0,Yes,
E0667,Rental modifier(s),29.07,1.00,$29.07,0,999,0,Yes,
E0667,,262.8,1.00,$262.80,0,999,0,Yes,
E0668,Rental modifier(s),34.69,1.00,$34.69,0,999,0,Yes,
E0668,,358.43,1.00,$358.43,0,999,0,Yes,
E0669,,174.94,1.00,$174.94,0,999,0,Yes,
E0671,,396.38,1.00,$396.38,0,999,0,Yes,
E0672,,307.99,1.00,$307.99,0,999,0,Yes,
E0673,,255.93,1.00,$255.93,0,999,0,Yes,
E0675,Rental modifier(s),361.59,1.00,$361.59,0,999,0,Yes,
E0675,,3967.44,1.00,"$3,967.44",0,999,0,Yes,
E0676,,,,Code is manually priced,0,999,0,Yes,
E0691,KR,49.53,1.00,$49.53,0,999,0,Yes,
E0692,KR,49.53,1.00,$49.53,0,999,0,Yes,
E0693,KR,49.53,1.00,$49.53,0,999,0,Yes,
E0694,KR,49.53,1.00,$49.53,0,999,0,Yes,
E0700,,73.69,1.00,$73.69,0,999,0,Yes,
E0705,,,,Code is manually priced,0,999,0,Yes,
E0710,,108.08,1.00,$108.08,0,999,0,Yes,
E0720,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0730,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0731,,172.61,1.00,$172.61,0,999,0,Yes,
E0740,,,,Not a benefit,,,,,
E0744,Rental modifier(s),85.68,1.00,$85.68,0,999,0,Yes,
E0744,,848.75,1.00,$848.75,0,999,0,Yes,
E0745,Rental modifier(s),86.44,1.00,$86.44,0,999,0,Yes,
E0745,,391.7,1.00,$391.70,0,999,0,Yes,
E0746,,,,Code is manually priced,0,999,0,Yes,
E0747,Rental modifier(s),371.37,1.00,$371.37,0,999,0,Yes,
E0747,,3737.21,1.00,"$3,737.21",0,999,0,Yes,
E0748,Rental modifier(s),371.29,1.00,$371.29,0,999,0,Yes,
E0748,,3713,1.00,"$3,713.00",0,999,0,Yes,
E0749,,2231.71,1.00,"$2,231.71",0,999,0,Yes,
E0755,,,,Code is manually priced,0,999,0,Yes,
E0760,,3085.43,1.00,"$3,085.43",0,999,0,Yes,
E0761,,,,Not a benefit,,,,,
E0762,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0764,,,,Not a benefit,,,,,
E0765,,,,Not a benefit,,,,,
E0769,,,,Not a benefit,,,,,
E0770,,,,Code is manually priced,0,999,0,Yes,
E0776,Rental modifier(s),14,1.00,$14.00,0,999,0,Yes,
E0776,,93.27,1.00,$93.27,0,999,0,Yes,
E0779,KR,4.5,1.00,$4.50,0,999,0,No,
E0780,KR,4.5,1.00,$4.50,0,999,0,No,
E0780,,4.5,1.00,$4.50,0,999,0,No,
E0781,Rental modifier(s),252.77,1.00,$252.77,0,999,0,Yes,
E0781,,320.97,1.00,$320.97,0,999,0,Yes,
E0782,,3482.72,1.00,"$3,482.72",0,999,0,Yes,
E0783,,6641.04,1.00,"$6,641.04",0,999,0,Yes,
E0784,,5009.82,1.00,"$5,009.82",0,999,0,Yes,
E0785,,450.92,1.00,$450.92,0,999,0,No,
E0786,,7566.42,1.00,"$7,566.42",0,999,0,No,
E0791,Rental modifier(s),135.22,1.00,$135.22,0,999,0,Yes,
E0791,,2772.93,1.00,"$2,772.93",0,999,0,Yes,
E0830,Rental modifier(s),,,Code is manually priced,0,999,0,Yes,
E0830,,,,Code is manually priced,0,999,0,Yes,
E0840,Rental modifier(s),15.26,1.00,$15.26,0,999,0,Yes,
E0840,,58.46,1.00,$58.46,0,999,0,Yes,
E0849,Rental modifier(s),36.29,1.00,$36.29,0,999,0,Yes,
E0849,,362.81,1.00,$362.81,0,999,0,Yes,
E0850,Rental modifier(s),11.47,1.00,$11.47,0,999,0,Yes,
E0850,,85.22,1.00,$85.22,0,999,0,Yes,
E0855,,479.68,1.00,$479.68,0,999,0,Yes,
E0856,,146.99,1.00,$146.99,0,999,0,Yes,
E0860,,34.27,1.00,$34.27,0,999,0,Yes,
E0870,Rental modifier(s),10.65,1.00,$10.65,0,999,0,Yes,
E0870,,88.19,1.00,$88.19,0,999,0,Yes,
E0880,Rental modifier(s),18.44,1.00,$18.44,0,999,0,Yes,
E0880,,95.17,1.00,$95.17,0,999,0,Yes,
E0890,Rental modifier(s),15.86,1.00,$15.86,0,999,0,Yes,
E0890,,91.03,1.00,$91.03,0,999,0,Yes,
E0900,Rental modifier(s),15.86,1.00,$15.86,0,999,0,Yes,
E0900,,96.88,1.00,$96.88,0,999,0,Yes,
E0910,Rental modifier(s),15.98,1.00,$15.98,0,999,0,Yes,
E0910,,111.29,1.00,$111.29,0,999,0,Yes,
E0911,Rental modifier(s),35.09,1.00,$35.09,0,999,0,Yes,
E0911,,484.91,1.00,$484.91,0,999,0,Yes,
E0912,Rental modifier(s),80.59,1.00,$80.59,0,999,0,Yes,
E0912,,982.58,1.00,$982.58,0,999,0,Yes,
E0920,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0920,,413.39,1.00,$413.39,0,999,0,Yes,
E0930,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0930,,460.8,1.00,$460.80,0,999,0,Yes,
E0935,KR,20.27,1.00,$20.27,0,999,0,Yes,
E0936,Rental modifier(s),27.03,1.00,$27.03,0,999,0,Yes,
E0936,,47.77,1.00,$47.77,0,999,0,Yes,
E0940,Rental modifier(s),23.31,1.00,$23.31,0,999,0,Yes,
E0940,,195.85,1.00,$195.85,0,999,0,Yes,
E0941,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0941,,206.85,1.00,$206.85,0,999,0,Yes,
E0942,,17.65,1.00,$17.65,0,999,0,Yes,
E0944,,41.96,1.00,$41.96,0,999,0,Yes,
E0945,,39.42,1.00,$39.42,0,999,0,Yes,
E0946,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0946,,627.8,1.00,$627.80,0,999,0,Yes,
E0947,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0947,,578.76,1.00,$578.76,0,999,0,Yes,
E0948,Rental modifier(s),32.64,1.00,$32.64,0,999,0,Yes,
E0948,,559.8,1.00,$559.80,0,999,0,Yes,
E0950,,,,Code is manually priced,0,999,0,Yes,
E0951,,14,1.00,$14.00,0,999,0,Sometimes,
E0952,,14,1.00,$14.00,0,999,0,Sometimes,
E0955,,,,Code is manually priced,0,999,0,Yes,
E0956,,87.66,1.00,$87.66,0,999,0,Yes,
E0957,,142.3,1.00,$142.30,0,999,0,Yes,
E0958,Rental modifier(s),40.81,1.00,$40.81,0,999,0,Yes,
E0958,,476.96,1.00,$476.96,0,999,0,Yes,
E0959,,41.36,1.00,$41.36,0,999,0,Yes,
E0960,,100.62,1.00,$100.62,0,999,0,Sometimes,
E0961,,13.99,1.00,$13.99,0,999,0,Sometimes,
E0966,,60.62,1.00,$60.62,0,999,0,Yes,
E0967,,,,Code is manually priced,0,999,0,Yes,
E0968,,183.26,1.00,$183.26,0,999,0,Yes,
E0969,,136.01,1.00,$136.01,0,999,0,Yes,
E0970,,31.14,1.00,$31.14,0,999,0,Yes,
E0971,,29.84,1.00,$29.84,0,999,0,Sometimes,
E0973,,118.61,1.00,$118.61,0,999,0,Yes,
E0974,,27.98,1.00,$27.98,0,999,0,Sometimes,
E0978,,27.04,1.00,$27.04,0,999,0,Sometimes,
E0980,,30.94,1.00,$30.94,0,999,0,Yes,
E0981,,67.03,1.00,$67.03,0,999,0,Sometimes,
E0982,,62.69,1.00,$62.69,0,999,0,Sometimes,
E0983,,2490.95,1.00,"$2,490.95",0,999,0,Yes,
E0984,,1766.74,1.00,"$1,766.74",0,999,0,Yes,
E0985,,,,Code is manually priced,0,999,0,Yes,
E0986,,5018.46,1.00,"$5,018.46",0,999,0,Yes,
E0988,,241.16,1.00,$241.16,0,999,0,Yes,
E0990,Rental modifier(s),6.72,1.00,$6.72,0,999,0,Yes,
E0990,,94.7,1.00,$94.70,0,999,0,Yes,
E0992,,60.62,1.00,$60.62,0,999,0,Yes,
E0994,,13.08,1.00,$13.08,0,999,0,Yes,
E0995,,14.32,1.00,$14.32,0,999,0,Sometimes,
E0995,Rental modifier(s),31.36,1.00,$31.36,0,999,0,Sometimes,
E1002,,4014.15,1.00,"$4,014.15",0,999,0,Yes,
E1003,,3904.88,1.00,"$3,904.88",0,999,0,Yes,
E1004,,4329.71,1.00,"$4,329.71",0,999,0,Yes,
E1005,,4686.57,1.00,"$4,686.57",0,999,0,Yes,
E1006,,5740.61,1.00,"$5,740.61",0,999,0,Yes,
E1007,,7773,1.00,"$7,773.00",0,999,0,Yes,
E1008,,7773.7,1.00,"$7,773.70",0,999,0,Yes,
E1009,,,,Code is manually priced,0,999,0,Yes,
E1010,,1017.09,1.00,"$1,017.09",0,999,0,Yes,
E1011,,,,Code is manually priced,0,20,0,Yes,
E1014,Rental modifier(s),25.72,1.00,$25.72,0,999,0,Yes,
E1014,,257.09,1.00,$257.09,0,999,0,Yes,
E1015,,,,Code is manually priced,0,999,0,Yes,
E1016,,,,Code is manually priced,0,999,0,Yes,
E1017,,,,Code is manually priced,0,999,0,Yes,
E1018,,,,Code is manually priced,0,999,0,Yes,
E1020,,278.4,1.00,$278.40,0,999,0,Yes,
E1028,,213.09,1.00,$213.09,0,999,0,Yes,
E1029,,,,Code is manually priced,0,999,0,Yes,
